upstream_file,upstream_symbol,function_mangled,function_demangled,call_count,mapping_status,gap_priority,waiver_types,rust_refs,workload_ids,notes
inc/Minuit2/FunctionGradient.h,FunctionGradient,_ZN4ROOT7Minuit216FunctionGradientC2ERKNS0_8LAVectorES4_,"ROOT::Minuit2::FunctionGradient::FunctionGradient(ROOT::Minuit2::LAVector const&, ROOT::Minuit2::LAVector const&)",2,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/FunctionGradient.h,FunctionGradient,_ZN4ROOT7Minuit216FunctionGradientC2ERKNS0_8LAVectorES4_S4_,"ROOT::Minuit2::FunctionGradient::FunctionGradient(ROOT::Minuit2::LAVector const&, ROOT::Minuit2::LAVector const&, ROOT::Minuit2::LAVector const&)",178,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/FunctionGradient.h,FunctionGradient,_ZN4ROOT7Minuit216FunctionGradientC2Ej,ROOT::Minuit2::FunctionGradient::FunctionGradient(unsigned int),33,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/FunctionMinimum.h,FunctionMinimum,_ZN4ROOT7Minuit215FunctionMinimumC1ERKNS0_11MinimumSeedEd,"ROOT::Minuit2::FunctionMinimum::FunctionMinimum(ROOT::Minuit2::MinimumSeed const&, double)",59,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/FunctionMinimum.h,FunctionMinimum,_ZN4ROOT7Minuit215FunctionMinimumC2ERKNS0_11MinimumSeedENSt6__ROOT4spanIKNS0_12MinimumStateEEEdNS1_6StatusE,"ROOT::Minuit2::FunctionMinimum::FunctionMinimum(ROOT::Minuit2::MinimumSeed const&, std::__ROOT::span<ROOT::Minuit2::MinimumState const>, double, ROOT::Minuit2::FunctionMinimum::Status)",87,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/GradientCalculator.h,~GradientCalculator,_ZN4ROOT7Minuit218GradientCalculatorD2Ev,ROOT::Minuit2::GradientCalculator::~GradientCalculator(),77,waived,P2,architectural;intentional,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match | constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/HessianGradientCalculator.h,HessianGradientCalculator,_ZN4ROOT7Minuit225HessianGradientCalculatorC2ERKNS0_5MnFcnERKNS0_20MnUserTransformationERKNS0_10MnStrategyE,"ROOT::Minuit2::HessianGradientCalculator::HessianGradientCalculator(ROOT::Minuit2::MnFcn const&, ROOT::Minuit2::MnUserTransformation const&, ROOT::Minuit2::MnStrategy const&)",15,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/InitialGradientCalculator.h,InitialGradientCalculator,_ZN4ROOT7Minuit225InitialGradientCalculatorC2ERKNS0_5MnFcnERKNS0_20MnUserTransformationE,"ROOT::Minuit2::InitialGradientCalculator::InitialGradientCalculator(ROOT::Minuit2::MnFcn const&, ROOT::Minuit2::MnUserTransformation const&)",29,waived,P2,intentional,src/gradient/initial.rs::new,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/InitialGradientCalculator.h,Trafo,_ZNK4ROOT7Minuit225InitialGradientCalculator5TrafoEv,ROOT::Minuit2::InitialGradientCalculator::Trafo() const,413,waived,P2,intentional,src/gradient/initial.rs::new,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MinimumBuilder.h,PrintLevel,_ZNK4ROOT7Minuit214MinimumBuilder10PrintLevelEv,ROOT::Minuit2::MinimumBuilder::PrintLevel() const,174,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumBuilder.h,StorageLevel,_ZNK4ROOT7Minuit214MinimumBuilder12StorageLevelEv,ROOT::Minuit2::MinimumBuilder::StorageLevel() const,108,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumBuilder.h,TraceIter,_ZNK4ROOT7Minuit214MinimumBuilder9TraceIterEv,ROOT::Minuit2::MinimumBuilder::TraceIter() const,127,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumError.h,MinimumError,_ZN4ROOT7Minuit212MinimumErrorC2ERKNS0_11LASymMatrixEd,"ROOT::Minuit2::MinimumError::MinimumError(ROOT::Minuit2::LASymMatrix const&, double)",157,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumError.h,MinimumError,_ZN4ROOT7Minuit212MinimumErrorC2Ej,ROOT::Minuit2::MinimumError::MinimumError(unsigned int),33,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumErrorUpdator.h,~MinimumErrorUpdator,_ZN4ROOT7Minuit219MinimumErrorUpdatorD2Ev,ROOT::Minuit2::MinimumErrorUpdator::~MinimumErrorUpdator(),29,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumParameters.h,MinimumParameters,_ZN4ROOT7Minuit217MinimumParametersC2ERKNS0_8LAVectorES4_d,"ROOT::Minuit2::MinimumParameters::MinimumParameters(ROOT::Minuit2::LAVector const&, ROOT::Minuit2::LAVector const&, double)",1,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumParameters.h,MinimumParameters,_ZN4ROOT7Minuit217MinimumParametersC2ERKNS0_8LAVectorEd,"ROOT::Minuit2::MinimumParameters::MinimumParameters(ROOT::Minuit2::LAVector const&, double)",109,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumParameters.h,MinimumParameters,_ZN4ROOT7Minuit217MinimumParametersC2EdNS1_6StatusE,"ROOT::Minuit2::MinimumParameters::MinimumParameters(double, ROOT::Minuit2::MinimumParameters::Status)",32,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumSeed.h,MinimumSeed,_ZN4ROOT7Minuit211MinimumSeedC2ERKNS0_12MinimumStateERKNS0_20MnUserTransformationE,"ROOT::Minuit2::MinimumSeed::MinimumSeed(ROOT::Minuit2::MinimumState const&, ROOT::Minuit2::MnUserTransformation const&)",60,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumState.h,MinimumState,_ZN4ROOT7Minuit212MinimumStateC1ERKNS0_17MinimumParametersEdi,"ROOT::Minuit2::MinimumState::MinimumState(ROOT::Minuit2::MinimumParameters const&, double, int)",33,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinimumState.h,MinimumState,_ZN4ROOT7Minuit212MinimumStateC2ERKNS0_17MinimumParametersERKNS0_12MinimumErrorERKNS0_16FunctionGradientEdi,"ROOT::Minuit2::MinimumState::MinimumState(ROOT::Minuit2::MinimumParameters const&, ROOT::Minuit2::MinimumError const&, ROOT::Minuit2::FunctionGradient const&, double, int)",217,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinosError.h,MinosError,_ZN4ROOT7Minuit210MinosErrorC2ERKS1_,ROOT::Minuit2::MinosError::MinosError(ROOT::Minuit2::MinosError const&),2,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinosError.h,MinosError,_ZN4ROOT7Minuit210MinosErrorC2EjdRKNS0_7MnCrossES4_,"ROOT::Minuit2::MinosError::MinosError(unsigned int, double, ROOT::Minuit2::MnCross const&, ROOT::Minuit2::MnCross const&)",4,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinosError.h,operator(),_ZNK4ROOT7Minuit210MinosErrorclEv,ROOT::Minuit2::MinosError::operator()() const,2,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MinuitParameter.h,MinuitParameter,_ZN4ROOT7Minuit215MinuitParameterC2EjRKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEdd,"ROOT::Minuit2::MinuitParameter::MinuitParameter(unsigned int, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&, double, double)",157,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnCross.h,MnCross,_ZN4ROOT7Minuit27MnCrossC2ERKS1_,ROOT::Minuit2::MnCross::MnCross(ROOT::Minuit2::MnCross const&),12,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnCross.h,MnCross,_ZN4ROOT7Minuit27MnCrossC2EdRKNS0_20MnUserParameterStateEj,"ROOT::Minuit2::MnCross::MnCross(double, ROOT::Minuit2::MnUserParameterState const&, unsigned int)",16,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnFcn.h,MnFcn,_ZN4ROOT7Minuit25MnFcnC2ERKNS0_7FCNBaseERKNS0_20MnUserTransformationEi,"ROOT::Minuit2::MnFcn::MnFcn(ROOT::Minuit2::FCNBase const&, ROOT::Minuit2::MnUserTransformation const&, int)",32,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnFunctionCross.h,MnFunctionCross,_ZN4ROOT7Minuit215MnFunctionCrossC2ERKNS0_7FCNBaseERKNS0_20MnUserParameterStateEdRKNS0_10MnStrategyE,"ROOT::Minuit2::MnFunctionCross::MnFunctionCross(ROOT::Minuit2::FCNBase const&, ROOT::Minuit2::MnUserParameterState const&, double, ROOT::Minuit2::MnStrategy const&)",10,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnGlobalCorrelationCoeff.h,MnGlobalCorrelationCoeff,_ZN4ROOT7Minuit224MnGlobalCorrelationCoeffC2Ev,ROOT::Minuit2::MnGlobalCorrelationCoeff::MnGlobalCorrelationCoeff(),163,waived,P2,intentional,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnHesse.h,MnHesse,_ZN4ROOT7Minuit27MnHesseC2ERKNS0_10MnStrategyE,ROOT::Minuit2::MnHesse::MnHesse(ROOT::Minuit2::MnStrategy const&),12,missing,P2,,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,
inc/Minuit2/MnMatrix.h,A,_ZNK4ROOT7Minuit25ABSumINS0_5ABObjINS0_3symENS0_18VectorOuterProductINS2_INS0_3vecENS0_8LAVectorEdEEdEEdEES9_E1AEv,"ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>>::A() const",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,A,_ZNK4ROOT7Minuit25ABSumINS0_5ABObjINS0_3vecENS0_8LAVectorEdEES5_E1AEv,"ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>::A() const",484,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,A,_ZNK4ROOT7Minuit26ABProdINS0_5ABObjINS0_3symENS0_11LASymMatrixEdEENS2_INS0_3vecENS0_8LAVectorEdEEE1AEv,"ROOT::Minuit2::ABProd<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>::A() const",672,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,ABObj,_ZN4ROOT7Minuit25ABObjINS0_3symENS0_11LASymMatrixEdEC2ERKS3_d,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::LASymMatrix, double>::ABObj(ROOT::Minuit2::LASymMatrix const&, double)",425,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,ABObj,_ZN4ROOT7Minuit25ABObjINS0_3symENS0_18VectorOuterProductINS1_INS0_3vecENS0_8LAVectorEdEEdEEdEC2ERKS7_d,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>::ABObj(ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double> const&, double)",485,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,ABObj,_ZN4ROOT7Minuit25ABObjINS0_3symENS0_5ABSumINS1_IS2_NS0_18VectorOuterProductINS1_INS0_3vecENS0_8LAVectorEdEEdEEdEES9_EEdEC2ERKSA_d,"ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>>, double>::ABObj(ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::sym, ROOT::Minuit2::VectorOuterProduct<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, double>, double>> const&, double)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
inc/Minuit2/MnMatrix.h,ABObj,_ZN4ROOT7Minuit25ABObjINS0_3vecENS0_5ABSumINS1_IS2_NS0_8LAVectorEdEES5_EEdEC2ERKS6_d,"ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>>, double>::ABObj(ROOT::Minuit2::ABSum<ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>, ROOT::Minuit2::ABObj<ROOT::Minuit2::vec, ROOT::Minuit2::LAVector, double>> const&, double)",484,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,MnMatrix header templates are represented through nalgebra-based Rust data structures and helpers.
